Date,City,Spending Group,Spending Subgroup,Treasury Spend Subgroup,Treausry Spend Group,Amount
Aug 2021,City Of Portland Oregon,Economic and Workforce Development,Small Business Support,Small Business Economic Assistance (General),Negative Economic Impacts,2000000.00
Aug 2021,City Of Portland Oregon,Housing,Homelessness,Housing Support: Services for Unhoused Persons,Services to Disproportionately Impacted Communities,16020000.00
Aug 2021,City Of Portland Oregon,Public Safety,Violence Reduction and Prevention,Social Determinants of Health: Community Violence Interventions,Services to Disproportionately Impacted Communities,1000000.00
Aug 2021,City Of Portland Oregon,Community aid,Direct Payments or Subsidies,"Household Assistance: Rent, Mortgage, and Utility Aid",Negative Economic Impacts,2600000.00
Aug 2021,City Of Portland Oregon,Economic and Workforce Development,Small Business Support,Small Business Economic Assistance (General),Negative Economic Impacts,530931.00
Aug 2021,City Of Portland Oregon,Economic and Workforce Development,Small Business Support,Small Business Economic Assistance (General),Negative Economic Impacts,2590000.00
Dec 2021,City Of Portland Oregon,Economic and Workforce Development,Small Business Support,Small Business Economic Assistance (General),Negative Economic Impacts,1500000.00
Dec 2021,City Of Portland Oregon,Housing,Homelessness,Housing Support: Services for Unhoused Persons,Services to Disproportionately Impacted Communities,570000.00
Dec 2021,City Of Portland Oregon,Housing,Affordable Housing,Housing Support: Services for Unhoused Persons,Services to Disproportionately Impacted Communities,4300000.00
Dec 2021,City Of Portland Oregon,Community Aid,Other Community Aid,Small Business Economic Assistance (General),Negative Economic Impacts,700000.00
Dec 2021,City Of Portland Oregon,Housing,Homelessness,Housing Support: Services for Unhoused Persons,Services to Disproportionately Impacted Communities,2400000.00
Dec 2021,City Of Portland Oregon,Economic and Workforce Development,Neighborhood/Downtown Revitalization,Aid to Other Impacted Industries,Negative Economic Impacts,250000.00
Dec 2021,City Of Portland Oregon,Housing,Homelessness,Housing Support: Services for Unhoused Persons,Services to Disproportionately Impacted Communities,4530000.00
Dec 2021,City Of Portland Oregon,Housing,Rental Assistance,"Household Assistance: Rent, Mortgage, and Utility Aid",Negative Economic Impacts,1500000.00
Dec 2021,City Of Portland Oregon,Economic and Workforce Development,Neighborhood/Downtown Revitalization,"Aid to Tourism, Travel,or Hospitality",Negative Economic Impacts,425000.00
Dec 2021,City Of Portland Oregon,Community Aid,Other Community Aid,Other Economic Support,Negative Economic Impacts,2000000.00
Dec 2021,City Of Portland Oregon,Infrastructure,Sewer and Water,"Household Assistance: Rent, Mortgage, and Utility Aid",Negative Economic Impacts,2600000.00
Dec 2021,City Of Portland Oregon,Housing,Eviction Prevention,Household Assistance: Eviction Prevention,Negative Economic Impacts,4700000.00
Dec 2021,City Of Portland Oregon,Government Operations Investments ,Government Employee Wages Or Hiring,Administrative Expenses,Administrative,3416646.00
Dec 2021,City Of Portland Oregon,Economic and Workforce Development,Small Business Support,Small Business Economic Assistance (General),Negative Economic Impacts,2000000.00
Dec 2021,City Of Portland Oregon,Community Aid,Other Community Aid,Other Economic Support,Negative Economic Impacts,2000000.00
Dec 2021,City Of Portland Oregon,Community Aid,Other Community Aid,Small Business Economic Assistance (General),Negative Economic Impacts,2590000.00
Dec 2021,City Of Portland Oregon,Economic and Workforce Development,Workforce Development,"Job Training Assistance (e.g., Sectoral job-training, Subsidized Employment, Employment Supports or Incentives)",Negative Economic Impacts,4000000.00
Dec 2021,City Of Portland Oregon,Infrastructure,Sewer and Water,Housing Support: Services for Unhoused Persons,Services to Disproportionately Impacted Communities,780000.00
Dec 2021,City Of Portland Oregon,Economic and Workforce Development,Neighborhood/Downtown Revitalization,Aid to Other Impacted Industries,Negative Economic Impacts,40000.00
Dec 2021,City Of Portland Oregon,Economic and Workforce Development,Neighborhood/Downtown Revitalization,Aid to Other Impacted Industries,Negative Economic Impacts,75000.00
Dec 2021,City Of Portland Oregon,Public Safety,Violence Reduction and Prevention,Social Determinants of Health: Community Violence Interventions,Services to Disproportionately Impacted Communities,1000000.00
Dec 2021,City Of Portland Oregon,Economic and Workforce Development,Neighborhood/Downtown Revitalization,Aid to Other Impacted Industries,Negative Economic Impacts,765000.00
Dec 2021,City Of Portland Oregon,Economic and Workforce Development,Small Business Support,Small Business Economic Assistance (General),Negative Economic Impacts,2209000.00
Dec 2021,City Of Portland Oregon,Community Aid,Arts and Culture,Aid to Other Impacted Industries,Negative Economic Impacts,2000000.00
Dec 2021,City Of Portland Oregon,Economic and Workforce Development,Neighborhood/Downtown Revitalization,Aid to Other Impacted Industries,Negative Economic Impacts,1495000.00
Dec 2021,City Of Portland Oregon,Economic and Workforce Development,Small Business Support,Small Business Economic Assistance (General),Negative Economic Impacts,530931.00
Dec 2021,City Of Portland Oregon,Economic and Workforce Development,Small Business Support,Small Business Economic Assistance (General),Negative Economic Impacts,165000.00
Dec 2021,City Of Portland Oregon,Government Operations Investments ,Fiscal Health Recovery,Provision of Government Services,Revenue Replacement,33386110.00
Dec 2021,City Of Portland Oregon,Infrastructure,Broadband,Household Assistance: Internet Access Programs,Negative Economic Impacts,3500000.00
Dec 2021,City Of Portland Oregon,Housing,Eviction Prevention,"Household Assistance: Rent, Mortgage, and Utility Aid",Negative Economic Impacts,2500000.00
Dec 2021,City Of Portland Oregon,Housing,Homelessness,Housing Support: Services for Unhoused Persons,Services to Disproportionately Impacted Communities,16020000.00
Apr 2022,City Of Portland Oregon,Government Operations Investments,Fiscal Health Recovery,Provision of Government Services,Revenue Replacement,33386110.00
Apr 2022,City Of Portland Oregon,Housing,Homelessness,Long-Term Housing Security: Services for Unhoused persons,Negative Economic Impacts,16020000.00
Apr 2022,City Of Portland Oregon,Housing,Rental Assistance,Household Assistance: Rent Mortgage and Utility Aid,Negative Economic Impacts,4700000.00
Apr 2022,City Of Portland Oregon,Housing,Homelessness,Long-Term Housing Security: Services for Unhoused persons,Negative Economic Impacts,4530000.00
Apr 2022,City Of Portland Oregon,Economic and Workforce Development,Workforce Development,Assistance to Unemployed or Underemployed Workers (e.g. job training subsidized employment employment supports or incentives),Negative Economic Impacts,4000000.00
Apr 2022,City Of Portland Oregon,Infrastructure,Broadband,Household Assistance: Internet Access Programs,Negative Economic Impacts,3500000.00
Apr 2022,City Of Portland Oregon,Government Operations Investments,Government Employee Wages or Hiring,Administrative Expenses,Administrative,3416646.00
Apr 2022,City Of Portland Oregon,Housing,Rental Assistance,Household Assistance: Rent Mortgage and Utility Aid,Negative Economic Impacts,2600000.00
Apr 2022,City Of Portland Oregon,Housing,Rental Assistance,Household Assistance: Rent Mortgage and Utility Aid,Negative Economic Impacts,2500000.00
Apr 2022,City Of Portland Oregon,Housing,Homelessness,Long-Term Housing Security: Services for Unhoused persons,Negative Economic Impacts,2400000.00
Apr 2022,City Of Portland Oregon,Economic and Workforce Development,Small Business Support,Technical Assistance Counseling or Business Planning,Negative Economic Impacts,2340000.00
Apr 2022,City Of Portland Oregon,Economic and Workforce Development,Small Business Support,Technical Assistance Counseling or Business Planning,Negative Economic Impacts,2209000.00
Apr 2022,City Of Portland Oregon,Economic and Workforce Development,Small Business Support,Technical Assistance Counseling or Business Planning,Negative Economic Impacts,2000000.00
Apr 2022,City Of Portland Oregon,Community Aid,Arts and Culture,Aid to Other Impacted Industries,Negative Economic Impacts,2000000.00
Apr 2022,City Of Portland Oregon,Economic and Workforce Development,Small Business Support,Loans or Grants to Mitigate Financial Hardship,Negative Economic Impacts,1500000.00
Apr 2022,City Of Portland Oregon,Housing,Rental Assistance,Household Assistance: Rent Mortgage and Utility Aid,Negative Economic Impacts,1500000.00
Apr 2022,City Of Portland Oregon,Economic and Workforce Development,Neighborhood/Downtown Revitalization,Economic Impact Assistance: Other,Negative Economic Impacts,1495000.00
Apr 2022,City Of Portland Oregon,Public Safety,Violence Reduction and Prevention,Community Violence Interventions,Public Health,1000000.00
Apr 2022,City Of Portland Oregon,Housing,Homelessness,Long-Term Housing Security: Services for Unhoused persons,Negative Economic Impacts,780000.00
Apr 2022,City Of Portland Oregon,Community Aid,Other Community Aid,Assistance to Impacted Nonprofit Organizations (Impacted or Disproportionately Impacted),Negative Economic Impacts,700000.00
Apr 2022,City Of Portland Oregon,Housing,Homelessness,Long-Term Housing Security: Services for Unhoused persons,Negative Economic Impacts,570000.00
Apr 2022,City Of Portland Oregon,Economic and Workforce Development,Small Business Support,Technical Assistance Counseling or Business Planning,Negative Economic Impacts,530931.00
Apr 2022,City Of Portland Oregon,Economic and Workforce Development,Neighborhood/Downtown Revitalization,Aid to Tourism Travel or Hospitality,Negative Economic Impacts,425000.00
Apr 2022,City Of Portland Oregon,Economic and Workforce Development,Neighborhood/Downtown Revitalization,Economic Impact Assistance: Other,Negative Economic Impacts,250000.00
Apr 2022,City Of Portland Oregon,Economic and Workforce Development,Small Business Support,Technical Assistance Counseling or Business Planning,Negative Economic Impacts,165000.00
Apr 2022,City Of Portland Oregon,Economic and Workforce Development,Small Business Support,Rehabilitation of Commercial Properties or Other Improvements,Negative Economic Impacts,75000.00
Apr 2022,City Of Portland Oregon,Economic and Workforce Development,Neighborhood/Downtown Revitalization,Economic Impact Assistance: Other,Negative Economic Impacts,40000.00
Apr 2022,City Of Portland Oregon,Housing,Other Housing,Economic Impact Assistance: Other,Negative Economic Impacts,4300000.00
Apr 2022,City Of Portland Oregon,Community Aid,Refugees And Migration,Economic Impact Assistance: Other,Negative Economic Impacts,2000000.00
